datetime_utc,datetime_lst,temperature,humidity,pressure,winddirection,windspeed,rainfull,radiation
2023-08-11 21:06:00,2023-08-12 05:06:00,25.5,92.0,991.2,142.0,1.1,0.0,0.03513807
2023-08-11 21:07:00,2023-08-12 05:07:00,25.3,92.0,991.2,141.0,1.1,0.0,0.05911187
2023-08-11 21:08:00,2023-08-12 05:08:00,25.4,92.0,991.2,142.0,1.0,0.0,0.06040457
2023-08-11 21:09:00,2023-08-12 05:09:00,25.4,92.0,991.2,142.0,1.0,0.0,0.05100307
2023-08-11 21:10:00,2023-08-12 05:10:00,25.4,92.0,991.2,144.0,1.0,0.0,0.05946442
2023-08-11 21:11:00,2023-08-12 05:11:00,25.3,92.0,991.2,144.0,1.0,0.0,0.06193232
2023-08-11 21:12:00,2023-08-12 05:12:00,25.3,92.0,991.2,142.0,1.0,0.0,0.09001928
2023-08-11 21:13:00,2023-08-12 05:13:00,25.3,92.0,991.2,144.0,1.0,0.0,0.1827415
2023-08-11 21:14:00,2023-08-12 05:14:00,25.4,92.0,991.2,145.0,1.0,0.0,0.3235288
2023-08-11 21:15:00,2023-08-12 05:15:00,25.3,92.0,991.1,146.0,1.0,0.0,0.4879374
2023-08-11 21:16:00,2023-08-12 05:16:00,25.3,92.0,991.2,147.0,0.9,0.0,0.7068746
2023-08-11 21:17:00,2023-08-12 05:17:00,25.4,92.0,991.2,147.0,0.9,0.0,1.048971
2023-08-11 21:18:00,2023-08-12 05:18:00,25.3,92.0,991.2,148.0,1.0,0.0,1.502828
2023-08-11 21:19:00,2023-08-12 05:19:00,25.3,92.0,991.1,147.0,0.9,0.0,1.918609
2023-08-11 21:20:00,2023-08-12 05:20:00,25.3,92.0,991.1,145.0,0.9,0.0,2.256828
2023-08-11 21:21:00,2023-08-12 05:21:00,25.3,91.0,991.1,144.0,1.0,0.0,2.519247
2023-08-11 21:22:00,2023-08-12 05:22:00,25.4,91.0,991.1,146.0,1.0,0.0,2.782489
2023-08-11 21:23:00,2023-08-12 05:23:00,25.3,91.0,991.2,145.0,0.9,0.0,3.108603
2023-08-11 21:24:00,2023-08-12 05:24:00,25.3,92.0,991.1,145.0,0.9,0.0,3.443884
2023-08-11 21:25:00,2023-08-12 05:25:00,25.3,91.0,991.2,147.0,0.9,0.0,3.809132
2023-08-11 21:26:00,2023-08-12 05:26:00,25.3,91.0,991.2,145.0,0.9,0.0,4.183546
2023-08-11 21:27:00,2023-08-12 05:27:00,25.3,91.0,991.2,143.0,0.9,0.0,4.607906
2023-08-11 21:28:00,2023-08-12 05:28:00,25.3,91.0,991.2,141.0,0.8,0.0,5.128513
2023-08-11 21:29:00,2023-08-12 05:29:00,25.3,91.0,991.2,143.0,0.9,0.0,5.688372
2023-08-11 21:30:00,2023-08-12 05:30:00,25.3,92.0,991.2,144.0,0.8,0.0,6.280314
2023-08-11 21:31:00,2023-08-12 05:31:00,25.3,92.0,991.3,146.0,0.9,0.0,7.067925
2023-08-11 21:32:00,2023-08-12 05:32:00,25.4,92.0,991.3,144.0,0.9,0.0,7.941089
2023-08-11 21:33:00,2023-08-12 05:33:00,25.3,92.0,991.3,145.0,1.0,0.0,8.892755
2023-08-11 21:34:00,2023-08-12 05:34:00,25.3,92.0,991.2,145.0,1.1,0.0,10.12741
2023-08-11 21:35:00,2023-08-12 05:35:00,25.3,92.0,991.3,143.0,1.0,0.0,11.39096
2023-08-11 21:36:00,2023-08-12 05:36:00,25.3,91.0,991.3,144.0,1.1,0.0,12.31924
2023-08-11 21:37:00,2023-08-12 05:37:00,25.3,91.0,991.3,146.0,1.2,0.0,12.78392
2023-08-11 21:38:00,2023-08-12 05:38:00,25.3,91.0,991.3,146.0,1.2,0.0,13.22097
2023-08-11 21:39:00,2023-08-12 05:39:00,25.3,92.0,991.3,145.0,1.2,0.0,14.10259
2023-08-11 21:40:00,2023-08-12 05:40:00,25.3,91.0,991.3,143.0,1.2,0.0,15.11549
2023-08-11 21:41:00,2023-08-12 05:41:00,25.3,91.0,991.3,143.0,1.2,0.0,15.38977
2023-08-11 21:42:00,2023-08-12 05:42:00,25.3,90.0,991.3,143.0,1.2,0.0,15.53397
2023-08-11 21:43:00,2023-08-12 05:43:00,25.3,90.0,991.3,141.0,1.2,0.0,15.90274
2023-08-11 21:44:00,2023-08-12 05:44:00,25.3,91.0,991.3,140.0,1.2,0.0,16.13954
2023-08-11 21:45:00,2023-08-12 05:45:00,25.3,90.0,991.3,141.0,1.2,0.0,17.0127
2023-08-11 21:46:00,2023-08-12 05:46:00,25.4,90.0,991.3,141.0,1.2,0.0,18.43421
2023-08-11 21:47:00,2023-08-12 05:47:00,25.4,90.0,991.3,139.0,1.3,0.0,19.93762
2023-08-11 21:48:00,2023-08-12 05:48:00,25.4,89.0,991.3,141.0,1.3,0.0,21.44692
2023-08-11 21:49:00,2023-08-12 05:49:00,25.3,90.0,991.3,141.0,1.3,0.0,22.94669
2023-08-11 21:50:00,2023-08-12 05:50:00,25.4,89.0,991.4,141.0,1.3,0.0,24.46503
2023-08-11 21:51:00,2023-08-12 05:51:00,25.4,89.0,991.4,142.0,1.3,0.0,25.97938
2023-08-11 21:52:00,2023-08-12 05:52:00,25.4,89.0,991.4,142.0,1.4,0.0,27.42192
2023-08-11 21:53:00,2023-08-12 05:53:00,25.4,89.0,991.4,143.0,1.5,0.0,28.81651
2023-08-11 21:54:00,2023-08-12 05:54:00,25.4,89.0,991.4,144.0,1.5,0.0,30.25011
2023-08-11 21:55:00,2023-08-12 05:55:00,25.4,89.0,991.4,144.0,1.5,0.0,31.86012
2023-08-11 21:56:00,2023-08-12 05:56:00,25.4,89.0,991.4,145.0,1.6,0.0,33.61103
2023-08-11 21:57:00,2023-08-12 05:57:00,25.4,89.0,991.4,146.0,1.6,0.0,35.62918
2023-08-11 21:58:00,2023-08-12 05:58:00,25.5,89.0,991.4,146.0,1.5,0.0,37.83124
2023-08-11 21:59:00,2023-08-12 05:59:00,25.4,89.0,991.4,146.0,1.5,0.0,40.1654
2023-08-11 22:00:00,2023-08-12 06:00:00,25.5,89.0,991.5,146.0,1.5,0.0,44.86004
2023-08-11 22:01:00,2023-08-12 06:01:00,25.5,89.0,991.5,146.0,1.5,0.0,57.98475
2023-08-11 22:02:00,2023-08-12 06:02:00,25.5,89.0,991.5,145.0,1.5,0.0,65.86626
2023-08-11 22:03:00,2023-08-12 06:03:00,25.5,89.0,991.5,144.0,1.4,0.0,56.78313
2023-08-11 22:04:00,2023-08-12 06:04:00,25.5,89.0,991.5,143.0,1.3,0.0,52.91077
2023-08-11 22:05:00,2023-08-12 06:05:00,25.6,89.0,991.5,143.0,1.3,0.0,57.77815
2023-08-11 22:06:00,2023-08-12 06:06:00,25.6,89.0,991.5,140.0,1.2,0.0,71.44039
2023-08-11 22:07:00,2023-08-12 06:07:00,25.6,89.0,991.5,137.0,1.1,0.0,75.20721
2023-08-11 22:08:00,2023-08-12 06:08:00,25.6,89.0,991.5,136.0,1.2,0.0,51.78152
2023-08-11 22:09:00,2023-08-12 06:09:00,25.6,89.0,991.5,134.0,1.2,0.0,43.39738
2023-08-11 22:10:00,2023-08-12 06:10:00,25.6,89.0,991.5,133.0,1.2,0.0,44.16419
2023-08-11 22:11:00,2023-08-12 06:11:00,25.7,89.0,991.5,133.0,1.2,0.0,45.02513
2023-08-11 22:12:00,2023-08-12 06:12:00,25.7,89.0,991.6,131.0,1.2,0.0,45.89019
2023-08-11 22:13:00,2023-08-12 06:13:00,25.6,89.0,991.6,131.0,1.3,0.0,46.53337
2023-08-11 22:14:00,2023-08-12 06:14:00,25.6,89.0,991.5,128.0,1.3,0.0,47.36081
2023-08-11 22:15:00,2023-08-12 06:15:00,25.6,89.0,991.6,127.0,1.3,0.0,48.55868
2023-08-11 22:16:00,2023-08-12 06:16:00,25.7,89.0,991.6,128.0,1.4,0.0,49.86208
2023-08-11 22:17:00,2023-08-12 06:17:00,25.5,89.0,991.6,127.0,1.4,0.0,51.2093
2023-08-11 22:18:00,2023-08-12 06:18:00,25.6,88.0,991.6,128.0,1.5,0.0,53.15529
2023-08-11 22:19:00,2023-08-12 06:19:00,25.6,89.0,991.6,129.0,1.5,0.0,54.47914
2023-08-11 22:20:00,2023-08-12 06:20:00,25.6,88.0,991.6,127.0,1.7,0.0,55.52118
2023-08-11 22:21:00,2023-08-12 06:21:00,25.6,87.0,991.6,127.0,1.7,0.0,57.70161
2023-08-11 22:22:00,2023-08-12 06:22:00,25.6,87.0,991.6,127.0,1.8,0.0,59.78262
2023-08-11 22:23:00,2023-08-12 06:23:00,25.7,87.0,991.6,128.0,1.8,0.0,61.78419
2023-08-11 22:24:00,2023-08-12 06:24:00,25.6,88.0,991.6,129.0,1.8,0.0,63.59163
2023-08-11 22:25:00,2023-08-12 06:25:00,25.7,87.0,991.6,131.0,1.8,0.0,64.79912
2023-08-11 22:26:00,2023-08-12 06:26:00,25.7,87.0,991.6,131.0,1.9,0.0,66.91257
2023-08-11 22:27:00,2023-08-12 06:27:00,25.6,87.0,991.6,132.0,1.8,0.0,70.04809
2023-08-11 22:28:00,2023-08-12 06:28:00,25.7,87.0,991.6,133.0,1.7,0.0,94.64213
2023-08-11 22:29:00,2023-08-12 06:29:00,25.7,87.0,991.6,133.0,1.6,0.0,157.058
2023-08-11 22:30:00,2023-08-12 06:30:00,25.7,87.0,991.7,135.0,1.5,0.0,166.6174
2023-08-11 22:31:00,2023-08-12 06:31:00,25.8,87.0,991.6,137.0,1.4,0.0,169.3623
2023-08-11 22:32:00,2023-08-12 06:32:00,25.8,87.0,991.6,139.0,1.3,0.0,173.0992
2023-08-11 22:33:00,2023-08-12 06:33:00,25.9,87.0,991.6,139.0,1.3,0.0,175.2703
2023-08-11 22:34:00,2023-08-12 06:34:00,25.7,87.0,991.7,140.0,1.2,0.0,177.6822
2023-08-11 22:35:00,2023-08-12 06:35:00,26.1,86.0,991.6,139.0,1.2,0.0,179.9788
2023-08-11 22:36:00,2023-08-12 06:36:00,26.2,86.0,991.6,142.0,1.1,0.0,181.9912
2023-08-11 22:37:00,2023-08-12 06:37:00,26.3,85.0,991.6,143.0,1.2,0.0,177.2415
2023-08-11 22:38:00,2023-08-12 06:38:00,26.3,85.0,991.6,144.0,1.2,0.0,147.8844
2023-08-11 22:39:00,2023-08-12 06:39:00,26.1,86.0,991.6,144.0,1.3,0.0,118.0802
2023-08-11 22:40:00,2023-08-12 06:40:00,26.4,85.0,991.6,145.0,1.3,0.0,91.44461
2023-08-11 22:41:00,2023-08-12 06:41:00,26.5,84.0,991.6,143.0,1.4,0.0,100.4044
2023-08-11 22:42:00,2023-08-12 06:42:00,26.4,84.0,991.7,144.0,1.4,0.0,155.98
2023-08-11 22:43:00,2023-08-12 06:43:00,26.4,84.0,991.7,145.0,1.5,0.0,215.1569
2023-08-11 22:44:00,2023-08-12 06:44:00,26.4,85.0,991.6,146.0,1.6,0.0,216.4563
2023-08-11 22:45:00,2023-08-12 06:45:00,26.3,85.0,991.7,146.0,1.7,0.0,221.526
2023-08-11 22:46:00,2023-08-12 06:46:00,26.4,85.0,991.6,146.0,1.6,0.0,239.1372
2023-08-11 22:47:00,2023-08-12 06:47:00,26.4,85.0,991.7,145.0,1.6,0.0,247.1636
2023-08-11 22:48:00,2023-08-12 06:48:00,26.5,85.0,991.6,145.0,1.6,0.0,256.1765
2023-08-11 22:49:00,2023-08-12 06:49:00,26.3,85.0,991.7,144.0,1.5,0.0,266.4569
2023-08-11 22:50:00,2023-08-12 06:50:00,26.6,85.0,991.7,144.0,1.5,0.0,277.8872
2023-08-11 22:51:00,2023-08-12 06:51:00,26.7,85.0,991.6,144.0,1.5,0.0,281.1001
2023-08-11 22:52:00,2023-08-12 06:52:00,26.8,85.0,991.7,142.0,1.4,0.0,272.4068
2023-08-11 22:53:00,2023-08-12 06:53:00,26.9,85.0,991.6,140.0,1.4,0.0,282.8513
2023-08-11 22:54:00,2023-08-12 06:54:00,26.6,85.0,991.7,139.0,1.4,0.0,296.1385
2023-08-11 22:55:00,2023-08-12 06:55:00,27.1,84.0,991.7,137.0,1.3,0.0,232.9145
2023-08-11 22:56:00,2023-08-12 06:56:00,27.0,84.0,991.7,136.0,1.3,0.0,267.4669
2023-08-11 22:57:00,2023-08-12 06:57:00,27.1,84.0,991.7,139.0,1.3,0.0,361.3719
2023-08-11 22:58:00,2023-08-12 06:58:00,27.1,83.0,991.7,139.0,1.4,0.0,371.9151
2023-08-11 22:59:00,2023-08-12 06:59:00,27.1,84.0,991.7,140.0,1.4,0.0,349.573
2023-08-11 23:00:00,2023-08-12 07:00:00,27.1,83.0,991.7,141.0,1.4,0.0,281.702
2023-08-11 23:01:00,2023-08-12 07:01:00,27.2,83.0,991.7,143.0,1.5,0.0,237.2387
2023-08-11 23:02:00,2023-08-12 07:02:00,27.2,83.0,991.7,143.0,1.5,0.0,226.2711
2023-08-11 23:03:00,2023-08-12 07:03:00,27.2,83.0,991.7,144.0,1.5,0.0,230.0886
2023-08-11 23:04:00,2023-08-12 07:04:00,27.1,83.0,991.7,144.0,1.4,0.0,213.8174
2023-08-11 23:05:00,2023-08-12 07:05:00,27.1,83.0,991.7,146.0,1.5,0.0,214.1418
2023-08-11 23:06:00,2023-08-12 07:06:00,27.2,84.0,991.7,145.0,1.4,0.0,229.1954
2023-08-11 23:07:00,2023-08-12 07:07:00,27.2,83.0,991.7,143.0,1.4,0.0,262.2754
2023-08-11 23:08:00,2023-08-12 07:08:00,27.2,83.0,991.7,144.0,1.3,0.0,240.835
2023-08-11 23:09:00,2023-08-12 07:09:00,27.1,83.0,991.7,143.0,1.2,0.0,228.168
2023-08-11 23:10:00,2023-08-12 07:10:00,27.3,84.0,991.7,143.0,1.2,0.0,226.7838
2023-08-11 23:11:00,2023-08-12 07:11:00,27.3,83.0,991.7,145.0,1.2,0.0,232.8384
2023-08-11 23:12:00,2023-08-12 07:12:00,27.2,83.0,991.7,147.0,1.2,0.0,242.564
2023-08-11 23:13:00,2023-08-12 07:13:00,27.2,83.0,991.7,147.0,1.2,0.0,263.0627
2023-08-11 23:14:00,2023-08-12 07:14:00,27.3,84.0,991.7,147.0,1.2,0.0,281.1112
2023-08-11 23:15:00,2023-08-12 07:15:00,27.2,84.0,991.7,148.0,1.2,0.0,271.2015
2023-08-11 23:16:00,2023-08-12 07:16:00,27.2,84.0,991.7,150.0,1.3,0.0,296.7565
2023-08-11 23:17:00,2023-08-12 07:17:00,27.2,84.0,991.8,150.0,1.3,0.0,279.8375
2023-08-11 23:18:00,2023-08-12 07:18:00,27.2,84.0,991.8,150.0,1.3,0.0,257.3975
2023-08-11 23:19:00,2023-08-12 07:19:00,27.2,84.0,991.7,151.0,1.4,0.0,254.8774
2023-08-11 23:20:00,2023-08-12 07:20:00,27.3,84.0,991.8,153.0,1.5,0.0,293.3889
2023-08-11 23:21:00,2023-08-12 07:21:00,27.2,84.0,991.7,153.0,1.4,0.0,278.6331
2023-08-11 23:22:00,2023-08-12 07:22:00,27.2,83.0,991.7,154.0,1.3,0.0,261.9119
2023-08-11 23:23:00,2023-08-12 07:23:00,27.2,83.0,991.7,156.0,1.3,0.0,259.4192
2023-08-11 23:24:00,2023-08-12 07:24:00,27.3,84.0,991.8,157.0,1.3,0.0,258.1634
2023-08-11 23:25:00,2023-08-12 07:25:00,27.3,84.0,991.7,157.0,1.3,0.0,261.2021
2023-08-11 23:26:00,2023-08-12 07:26:00,27.3,82.0,991.7,158.0,1.3,0.0,254.4986
2023-08-11 23:27:00,2023-08-12 07:27:00,27.2,83.0,991.7,158.0,1.4,0.0,249.5079
2023-08-11 23:28:00,2023-08-12 07:28:00,27.2,84.0,991.7,159.0,1.5,0.0,246.7903
2023-08-11 23:29:00,2023-08-12 07:29:00,27.3,84.0,991.7,157.0,1.5,0.0,244.8351
2023-08-11 23:30:00,2023-08-12 07:30:00,27.1,83.0,991.7,155.0,1.5,0.0,244.7755
2023-08-11 23:31:00,2023-08-12 07:31:00,27.2,83.0,991.7,155.0,1.5,0.0,247.4211
2023-08-11 23:32:00,2023-08-12 07:32:00,27.2,83.0,991.7,153.0,1.5,0.0,243.1202
2023-08-11 23:33:00,2023-08-12 07:33:00,27.2,83.0,991.7,153.0,1.5,0.0,242.5222
2023-08-11 23:34:00,2023-08-12 07:34:00,27.1,83.0,991.7,152.0,1.6,0.0,249.9386
2023-08-11 23:35:00,2023-08-12 07:35:00,27.4,83.0,991.7,152.0,1.6,0.0,247.7996
2023-08-11 23:36:00,2023-08-12 07:36:00,27.3,83.0,991.7,153.0,1.6,0.0,248.1372
2023-08-11 23:37:00,2023-08-12 07:37:00,27.4,84.0,991.7,152.0,1.5,0.0,244.714
2023-08-11 23:38:00,2023-08-12 07:38:00,27.4,83.0,991.7,152.0,1.5,0.0,243.7577
2023-08-11 23:39:00,2023-08-12 07:39:00,27.4,83.0,991.7,152.0,1.4,0.0,251.2929
2023-08-11 23:40:00,2023-08-12 07:40:00,27.4,83.0,991.7,153.0,1.4,0.0,244.2501
2023-08-11 23:41:00,2023-08-12 07:41:00,27.4,82.0,991.8,152.0,1.4,0.0,234.877
2023-08-11 23:42:00,2023-08-12 07:42:00,27.5,83.0,991.7,152.0,1.3,0.0,232.6219
2023-08-11 23:43:00,2023-08-12 07:43:00,27.5,83.0,991.7,152.0,1.3,0.0,237.2739
2023-08-11 23:44:00,2023-08-12 07:44:00,27.4,83.0,991.7,149.0,1.3,0.0,233.3585
2023-08-11 23:45:00,2023-08-12 07:45:00,27.5,82.0,991.7,147.0,1.3,0.0,232.9689
2023-08-11 23:46:00,2023-08-12 07:46:00,27.5,82.0,991.7,145.0,1.3,0.0,233.1347
2023-08-11 23:47:00,2023-08-12 07:47:00,27.6,83.0,991.7,145.0,1.3,0.0,233.1948
2023-08-11 23:48:00,2023-08-12 07:48:00,27.6,82.0,991.7,145.0,1.3,0.0,232.8264
2023-08-11 23:49:00,2023-08-12 07:49:00,27.5,82.0,991.7,143.0,1.3,0.0,232.55
2023-08-11 23:50:00,2023-08-12 07:50:00,27.6,82.0,991.8,142.0,1.3,0.0,232.9645
2023-08-11 23:51:00,2023-08-12 07:51:00,27.6,82.0,991.7,143.0,1.2,0.0,233.8438
2023-08-11 23:52:00,2023-08-12 07:52:00,27.7,82.0,991.7,144.0,1.3,0.0,234.6564
2023-08-11 23:53:00,2023-08-12 07:53:00,27.7,82.0,991.8,142.0,1.3,0.0,233.2992
2023-08-11 23:54:00,2023-08-12 07:54:00,27.6,82.0,991.8,144.0,1.2,0.0,232.5341
2023-08-11 23:55:00,2023-08-12 07:55:00,27.7,81.0,991.8,145.0,1.1,0.0,231.526
2023-08-11 23:56:00,2023-08-12 07:56:00,27.7,82.0,991.8,146.0,1.1,0.0,231.8043
2023-08-11 23:57:00,2023-08-12 07:57:00,27.8,82.0,991.8,148.0,1.1,0.0,233.1774
2023-08-11 23:58:00,2023-08-12 07:58:00,27.8,81.0,991.8,149.0,1.1,0.0,235.2692
2023-08-11 23:59:00,2023-08-12 07:59:00,27.7,81.0,991.8,151.0,1.1,0.0,237.4105
2023-08-12 00:00:00,2023-08-12 08:00:00,27.8,81.0,991.8,153.0,1.1,0.0,239.6573
2023-08-12 00:01:00,2023-08-12 08:01:00,27.8,81.0,991.8,155.0,1.1,0.0,241.0006
2023-08-12 00:02:00,2023-08-12 08:02:00,27.8,82.0,991.8,158.0,1.1,0.0,241.6743
2023-08-12 00:03:00,2023-08-12 08:03:00,27.9,82.0,991.8,162.0,1.0,0.0,242.1823
2023-08-12 00:04:00,2023-08-12 08:04:00,27.8,81.0,991.8,164.0,1.1,0.0,242.3962
2023-08-12 00:05:00,2023-08-12 08:05:00,27.9,80.0,991.8,166.0,1.1,0.0,242.3255
2023-08-12 00:06:00,2023-08-12 08:06:00,27.9,81.0,991.8,168.0,1.2,0.0,242.7773
2023-08-12 00:07:00,2023-08-12 08:07:00,27.9,80.0,991.8,168.0,1.1,0.0,244.6584
2023-08-12 00:08:00,2023-08-12 08:08:00,28.0,81.0,991.8,165.0,1.1,0.0,244.9967
2023-08-12 00:09:00,2023-08-12 08:09:00,27.9,80.0,991.8,164.0,1.0,0.0,246.332
2023-08-12 00:10:00,2023-08-12 08:10:00,28.1,80.0,991.8,163.0,1.0,0.0,250.9062
2023-08-12 00:11:00,2023-08-12 08:11:00,28.2,79.0,991.8,162.0,1.0,0.0,254.2233
2023-08-12 00:12:00,2023-08-12 08:12:00,28.1,79.0,991.8,158.0,1.0,0.0,255.6741
2023-08-12 00:13:00,2023-08-12 08:13:00,28.2,79.0,991.8,159.0,0.9,0.0,258.4763
2023-08-12 00:14:00,2023-08-12 08:14:00,28.1,80.0,991.8,163.0,1.0,0.0,263.0751
2023-08-12 00:15:00,2023-08-12 08:15:00,28.2,79.0,991.9,166.0,1.0,0.0,259.4557
2023-08-12 00:16:00,2023-08-12 08:16:00,28.2,79.0,991.9,166.0,1.0,0.0,257.3714
2023-08-12 00:17:00,2023-08-12 08:17:00,28.3,79.0,991.9,165.0,1.0,0.0,257.0621
2023-08-12 00:18:00,2023-08-12 08:18:00,28.3,78.0,991.9,170.0,1.0,0.0,271.831
2023-08-12 00:19:00,2023-08-12 08:19:00,28.2,79.0,991.9,172.0,1.1,0.0,275.5316
2023-08-12 00:20:00,2023-08-12 08:20:00,28.3,77.0,991.9,174.0,1.1,0.0,290.6433
2023-08-12 00:21:00,2023-08-12 08:21:00,28.3,78.0,991.9,176.0,1.1,0.0,291.1651
2023-08-12 00:22:00,2023-08-12 08:22:00,28.4,77.0,991.9,177.0,1.1,0.0,256.9703
2023-08-12 00:23:00,2023-08-12 08:23:00,28.4,77.0,991.9,176.0,1.1,0.0,242.4408
2023-08-12 00:24:00,2023-08-12 08:24:00,28.3,77.0,991.9,173.0,0.9,0.0,231.5135
2023-08-12 00:25:00,2023-08-12 08:25:00,28.5,77.0,991.9,170.0,0.9,0.0,227.1461
2023-08-12 00:26:00,2023-08-12 08:26:00,28.5,77.0,991.9,170.0,0.8,0.0,228.2459
2023-08-12 00:27:00,2023-08-12 08:27:00,28.5,78.0,991.9,170.0,0.8,0.0,243.4504
2023-08-12 00:28:00,2023-08-12 08:28:00,28.4,78.0,991.9,168.0,0.8,0.0,331.0754
2023-08-12 00:29:00,2023-08-12 08:29:00,28.5,77.0,991.9,169.0,0.8,0.0,287.8779
2023-08-12 00:30:00,2023-08-12 08:30:00,28.4,78.0,991.9,171.0,0.8,0.0,420.1816
2023-08-12 00:31:00,2023-08-12 08:31:00,28.5,79.0,992.0,176.0,0.9,0.0,600.0148
2023-08-12 00:32:00,2023-08-12 08:32:00,28.6,78.0,992.0,180.0,0.9,0.0,644.6851
2023-08-12 00:33:00,2023-08-12 08:33:00,28.7,77.0,992.0,184.0,0.9,0.0,696.0459
2023-08-12 00:34:00,2023-08-12 08:34:00,28.4,78.0,991.9,191.0,1.0,0.0,681.221
2023-08-12 00:35:00,2023-08-12 08:35:00,28.9,77.0,992.0,195.0,1.1,0.0,698.8373
2023-08-12 00:36:00,2023-08-12 08:36:00,29.0,77.0,992.0,199.0,1.1,0.0,700.0241
2023-08-12 00:37:00,2023-08-12 08:37:00,29.2,77.0,992.0,202.0,1.2,0.0,697.1135
2023-08-12 00:38:00,2023-08-12 08:38:00,29.4,75.0,992.0,207.0,1.1,0.0,697.6738
2023-08-12 00:39:00,2023-08-12 08:39:00,28.9,77.0,992.0,211.0,1.1,0.0,698.261
2023-08-12 00:40:00,2023-08-12 08:40:00,29.5,76.0,992.0,214.0,1.0,0.0,696.8445
2023-08-12 00:41:00,2023-08-12 08:41:00,29.6,75.0,992.0,218.0,1.1,0.0,697.4411
2023-08-12 00:42:00,2023-08-12 08:42:00,29.6,74.0,992.0,219.0,1.1,0.0,700.4606
2023-08-12 00:43:00,2023-08-12 08:43:00,29.7,75.0,992.0,218.0,1.2,0.0,699.3564
2023-08-12 00:44:00,2023-08-12 08:44:00,29.5,76.0,992.0,219.0,1.1,0.0,696.3398
2023-08-12 00:45:00,2023-08-12 08:45:00,29.6,72.0,992.0,220.0,1.1,0.0,701.0859
2023-08-12 00:46:00,2023-08-12 08:46:00,29.4,74.0,992.0,215.0,1.1,0.0,705.8195
2023-08-12 00:47:00,2023-08-12 08:47:00,29.5,75.0,992.0,217.0,1.1,0.0,700.6031
2023-08-12 00:48:00,2023-08-12 08:48:00,29.5,73.0,992.0,220.0,1.1,0.0,695.645
2023-08-12 00:49:00,2023-08-12 08:49:00,29.6,72.0,992.0,222.0,1.1,0.0,698.3006
2023-08-12 00:50:00,2023-08-12 08:50:00,29.6,74.0,992.0,219.0,1.2,0.0,704.7379
2023-08-12 00:51:00,2023-08-12 08:51:00,29.8,75.0,991.9,218.0,1.1,0.0,718.8208
2023-08-12 00:52:00,2023-08-12 08:52:00,29.9,74.0,991.9,224.0,1.1,0.0,739.6909
2023-08-12 00:53:00,2023-08-12 08:53:00,29.9,72.0,991.9,232.0,1.0,0.0,760.7585
2023-08-12 00:54:00,2023-08-12 08:54:00,29.6,74.0,992.0,240.0,1.0,0.0,781.3049
2023-08-12 00:55:00,2023-08-12 08:55:00,29.9,72.0,991.9,250.0,1.0,0.0,780.1677
2023-08-12 00:56:00,2023-08-12 08:56:00,29.9,72.0,991.9,266.0,1.0,0.0,791.2012
2023-08-12 00:57:00,2023-08-12 08:57:00,29.9,73.0,991.9,267.0,1.0,0.0,786.7663
2023-08-12 00:58:00,2023-08-12 08:58:00,30.0,75.0,991.9,264.0,1.0,0.0,881.7227
2023-08-12 00:59:00,2023-08-12 08:59:00,29.9,72.0,991.9,262.0,0.9,0.0,804.5565
2023-08-12 01:00:00,2023-08-12 09:00:00,30.2,72.0,991.9,265.0,1.0,0.0,634.7625
2023-08-12 01:01:00,2023-08-12 09:01:00,30.2,74.0,991.9,265.0,1.1,0.0,402.4863
2023-08-12 01:02:00,2023-08-12 09:02:00,30.2,72.0,991.9,267.0,1.1,0.0,337.4694
2023-08-12 01:03:00,2023-08-12 09:03:00,30.3,72.0,992.0,266.0,1.1,0.0,318.021
2023-08-12 01:04:00,2023-08-12 09:04:00,30.2,72.0,991.9,258.0,1.1,0.0,316.2008
2023-08-12 01:05:00,2023-08-12 09:05:00,30.2,73.0,992.0,247.0,1.0,0.0,328.8509
2023-08-12 01:06:00,2023-08-12 09:06:00,30.1,72.0,992.0,238.0,1.1,0.0,351.2308
2023-08-12 01:07:00,2023-08-12 09:07:00,30.0,72.0,992.0,234.0,1.2,0.0,450.3596
2023-08-12 01:08:00,2023-08-12 09:08:00,29.9,73.0,992.0,232.0,1.3,0.0,661.3372
2023-08-12 01:09:00,2023-08-12 09:09:00,30.2,73.0,992.0,231.0,1.5,0.0,778.511
2023-08-12 01:10:00,2023-08-12 09:10:00,30.0,74.0,992.0,230.0,1.5,0.0,872.0835
2023-08-12 01:11:00,2023-08-12 09:11:00,29.9,76.0,992.0,227.0,1.4,0.0,852.4377
2023-08-12 01:12:00,2023-08-12 09:12:00,30.1,74.0,992.0,221.0,1.4,0.0,869.9694
2023-08-12 01:13:00,2023-08-12 09:13:00,30.1,73.0,992.0,214.0,1.6,0.0,650.8786
2023-08-12 01:14:00,2023-08-12 09:14:00,30.0,74.0,992.0,211.0,1.7,0.0,537.944
2023-08-12 01:15:00,2023-08-12 09:15:00,30.2,73.0,992.0,210.0,1.8,0.0,657.4537
2023-08-12 01:16:00,2023-08-12 09:16:00,30.2,73.0,992.0,209.0,1.9,0.0,619.2529
2023-08-12 01:17:00,2023-08-12 09:17:00,30.3,73.0,992.0,209.0,2.0,0.0,556.0671
2023-08-12 01:18:00,2023-08-12 09:18:00,30.2,73.0,992.0,211.0,2.0,0.0,542.5766
